,sentence,tokens,index
7433,"Sie dürfte auch in den kommenden Jahren unter dem anvisierten Ziel der EZB liegen, die stabile Preise bei einer Inflationsrate von mittelfristig knapp zwei Prozent als gewährleistet ansieht.","['durft', 'kommend', 'jahr', 'anvisiert', 'ziel', 'ezb', 'lieg', 'stabil', 'preis', 'inflationsrat', 'mittelfrist', 'knapp', 'zwei', 'prozent', 'gewahrleistet', 'ansieht']",1541834
7434,"In einem aktuellen Interview des Handelsblatts hat EZB-Chef Draghi noch einmal die Bereitschaft der Währungshüter zum Handeln bekräftigt: Wenn die Inflation lange zu niedrig bleibt, kann es geschehen, dass die Leute auf weiter sinkende Preise setzen und ihre Ausgaben einfach verschieben, warnte Draghi.","['aktuell', 'interview', 'handelsblatt', 'ezbchef', 'draghi', 'bereitschaft', 'wahrungshut', 'handeln', 'bekraftigt', 'inflation', 'lang', 'niedrig', 'bleibt', 'gescheh', 'leut', 'sinkend', 'preis', 'setz', 'ausgab', 'einfach', 'verschieb', 'warnt', 'draghi']",1541834
7435,Euro nachDraghi-Äußerungen auf tiefstemStand seit über vier Jahren   Frankfurt/Main (dpa) - EZB-Chef Mario Draghi hat die Bereitschaft zu weiteren Maßnahmen imKampf gegen eine zu niedrige Inflation bekräftigt und denEuro auf den tiefsten Stand seit viereinhalb Jahren geschickt.,"['euro', 'nachdraghiausser', 'tiefstemstand', 'seit', 'vier', 'jahr', 'frankfurtmain', 'dpa', 'ezbchef', 'mario', 'draghi', 'bereitschaft', 'weit', 'massnahm', 'imkampf', 'niedrig', 'inflation', 'bekraftigt', 'deneuro', 'tief', 'stand', 'seit', 'viereinhalb', 'jahr', 'geschickt']",1541835
7436,EZB-Chef Mario Draghi hatte in einem Interview des Handelsblatts noch einmal die Bereitschaft zu weiteren Maßnahmen der Notenbank im Kampf gegen eine zu niedrige Inflation bekräftigt.,"['ezbchef', 'mario', 'draghi', 'interview', 'handelsblatt', 'bereitschaft', 'weit', 'massnahm', 'notenbank', 'kampf', 'niedrig', 'inflation', 'bekraftigt']",1541838
7437,"Die EZB sei deshalb in technischen Vorbereitungen, um den Umfang, das Tempo und die Zusammensetzung unserer Maßnahmen Anfang 2015 zu verändern, sollte dies notwendig werden, um auf eine lange Periode zu niedriger Inflation zu reagieren.","['ezb', 'sei', 'deshalb', 'technisch', 'vorbereit', 'umfang', 'tempo', 'zusammensetz', 'uns', 'massnahm', 'anfang', 'verand', 'notwend', 'lang', 'period', 'niedrig', 'inflation', 'reagi']",1541838
7438,"Aussagen von EZB-Chef Mario Draghi im Handelsblatt, der die Bereitschaft zu weiteren Maßnahmen der Notenbank im Kampf gegen eine zu niedrige Inflation bekräftigte, hätten dagegen nur kurzfristig stützen können.","['aussag', 'ezbchef', 'mario', 'draghi', 'handelsblatt', 'bereitschaft', 'weit', 'massnahm', 'notenbank', 'kampf', 'niedrig', 'inflation', 'bekraftigt', 'hatt', 'dageg', 'kurzfrist', 'stutz']",1541840
7439,EZB-Präsident Mario Draghi will damit die Kreditvergabe und damit die Wirtschaft vor allem in Südeuropa ankurbeln und eine zu niedrige Inflation verhindern.,"['ezbprasident', 'mario', 'draghi', 'kreditvergab', 'wirtschaft', 'sudeuropa', 'ankurbeln', 'niedrig', 'inflation', 'verhind']",1541856
7440,"Die Europäische Zentralbank sei deshalb in technischen Vorbereitungen, um den Umfang, das Tempo und die Zusammensetzung unserer Maßnahmen Anfang 2015 zu verändern, sollte dies notwendig werden, um auf eine lange Periode zu niedriger Inflation zu reagieren.","['europa', 'zentralbank', 'sei', 'deshalb', 'technisch', 'vorbereit', 'umfang', 'tempo', 'zusammensetz', 'uns', 'massnahm', 'anfang', 'verand', 'notwend', 'lang', 'period', 'niedrig', 'inflation', 'reagi']",1541856
7441,"Beobachter rechnen damit, dass die Europäische Zentralbank im Kampf gegen die zu niedrige Inflation schon bald mit dem umstrittenen Kauf von Staatsanleihen beginnen wird.","['beobacht', 'rechn', 'europa', 'zentralbank', 'kampf', 'niedrig', 'inflation', 'schon', 'bald', 'umstritt', 'kauf', 'staatsanleih', 'beginn']",1541869
7442,"Die Europäische Zentralbank (EZB) strebt ein stabiles Preisniveau bei einer Jahresteuerung von knapp unter 2,0 Prozent an.","['europa', 'zentralbank', 'ezb', 'strebt', 'stabil', 'preisniveau', 'jahresteuer', 'knapp', 'prozent']",1541870
7443,"Die Europäische Zentralbank (EZB) strebt ein stabiles Preisniveau bei einer Jahresteuerung von knapp unter 2,0 Prozent an.","['europa', 'zentralbank', 'ezb', 'strebt', 'stabil', 'preisniveau', 'jahresteuer', 'knapp', 'prozent']",1541875
7444,"Der Rückgang der deutschen Inflation macht die Arbeit der EZB nicht einfacher, glaubt Chefvolkswirt Carsten Brzeski von der ING-DiBa: Die Wahrscheinlichkeit ist gestiegen, dass die Inflation im Euroraum im Dezember erstmals seit Oktober 2009 ins Minus gerutscht ist.","['ruckgang', 'deutsch', 'inflation', 'macht', 'arbeit', 'ezb', 'nicht', 'einfach', 'glaubt', 'chefvolkswirt', 'carst', 'brzeski', 'ingdiba', 'wahrschein', 'gestieg', 'inflation', 'euroraum', 'dezemb', 'erstmal', 'seit', 'oktob', 'minus', 'gerutscht']",1541875
7445,"Das dürfte den Druck auf die EZB nochmals erhöhen, weitere Instrumente im Kampf gegen die schwache Teuerung einzusetzen, wie Commerzbank-Ökonom Marco Wagner betont: Wir gehen davon aus, dass die EZB bei ihrer Sitzung am 22.","['durft', 'druck', 'ezb', 'nochmal', 'erhoh', 'weit', 'instrument', 'kampf', 'schwach', 'teuer', 'einzusetz', 'commerzbankokonom', 'marco', 'wagn', 'betont', 'geh', 'davon', 'ezb', 'sitzung']",1541875
7446,Wegen der schwachen Konjunktur und der niedrigen Inflation könnten die Währungshüter um ihren Chef Mario Draghi noch im Januar in den massenhaften Ankauf von privaten und staatlichen Wertpapieren einsteigen.,"['weg', 'schwach', 'konjunktur', 'niedrig', 'inflation', 'konnt', 'wahrungshut', 'chef', 'mario', 'draghi', 'januar', 'massenhaft', 'ankauf', 'privat', 'staatlich', 'wertpapi', 'einsteig']",1541880
7447,"Beobachter rechnen damit, dass die EZB im Kampf gegen die zu niedrige Inflation schon bald mit dem umstrittenen Kauf von Staatsanleihen beginnen wird.","['beobacht', 'rechn', 'ezb', 'kampf', 'niedrig', 'inflation', 'schon', 'bald', 'umstritt', 'kauf', 'staatsanleih', 'beginn']",1541882
7448,"Vor diesem Hintergrund half es dem Aktienmarkt auch nicht, dass die Europäische Zentralbank (EZB) wegen der schwachen Konjunktur und der niedrigen Inflation noch im Januar in den massenhaften Ankauf von privaten und staatlichen Wertpapieren einsteigen könnte.","['hintergrund', 'half', 'aktienmarkt', 'nicht', 'europa', 'zentralbank', 'ezb', 'weg', 'schwach', 'konjunktur', 'niedrig', 'inflation', 'januar', 'massenhaft', 'ankauf', 'privat', 'staatlich', 'wertpapi', 'einsteig']",1541883
7449,"Mit der Talfahrt der Ölpreise schwächt sich die Inflation im Währungsraum ab und setzt somit die EZB zunehmend stärker unter Druck, die Geldschleusen noch weiter zu öffnen.","['talfahrt', 'olpreis', 'schwacht', 'inflation', 'wahrungsraum', 'ab', 'setzt', 'somit', 'ezb', 'zunehm', 'stark', 'druck', 'geldschleus', 'offn']",1541893
7450,Die Europäische Zentralbank (EZB) sieht Preisstabilität bei einer Teuerung von mittelfristig knapp zwei Prozent als gewährleistet an.,"['europa', 'zentralbank', 'ezb', 'sieht', 'preisstabilitat', 'teuer', 'mittelfrist', 'knapp', 'zwei', 'prozent', 'gewahrleistet']",1541905
7451,"Das liege daran, dass die EZB im Kampf gegen die niedrige Inflation zunehmend überfordert wirkt.","['lieg', 'daran', 'ezb', 'kampf', 'niedrig', 'inflation', 'zunehm', 'uberfordert', 'wirkt']",1541920
7452,Warum strebt die EZB eine höhere Teuerung an?,"['warum', 'strebt', 'ezb', 'hoh', 'teuer']",1541936
7453,"Zudem hat EZB-Präsident Mario Draghi betont, ein sehr geringer Preisauftrieb sei schlecht für Schuldner: Ist die Inflation niedrig, sinkt der reale Wert der Schulden von Staaten und Unternehmen langsamer.","['zud', 'ezbprasident', 'mario', 'draghi', 'betont', 'gering', 'preisauftrieb', 'sei', 'schlecht', 'schuldn', 'inflation', 'niedrig', 'sinkt', 'real', 'wert', 'schuld', 'staat', 'unternehm', 'langsam']",1541936
7454,Angesichts des Kampfes gegen eine zu niedrige Inflation sowie zur Ankurbelung der Wirtschaft halten Experten schon seit einiger Zeit die Ankündigung eines Kaufprogramms für Staatsanleihen durch die EZB noch im Januar für wahrscheinlich.,"['angesicht', 'kampf', 'niedrig', 'inflation', 'sowi', 'ankurbel', 'wirtschaft', 'halt', 'expert', 'schon', 'seit', 'zeit', 'ankund', 'kaufprogramm', 'staatsanleih', 'ezb', 'januar', 'wahrschein']",1541953
7455,"INFLATION: Die Teuerung im Euroraum ist seit Monaten gefährlich niedrig und meilenweit vom Stabilitätsziel der EZB bei knapp unter 2,0 Prozent entfernt.","['inflation', 'teuer', 'euroraum', 'seit', 'monat', 'gefahr', 'niedrig', 'meilenweit', 'stabilitatsziel', 'ezb', 'knapp', 'prozent', 'entfernt']",1541956
7456,Berlin (dpa) - Im Kampf gegen eine Deflation hat sich Italiens Notenbankchef Ignazio Visco für Staatsanleihenkäufe der Europäischen Zentralbank (EZB) stark gemacht.,"['berlin', 'dpa', 'kampf', 'deflation', 'itali', 'notenbankchef', 'ignazio', 'visco', 'staatsanleihenkauf', 'europa', 'zentralbank', 'ezb', 'stark', 'gemacht']",1542033
7457,"Oberstes Ziel der EZB ist ein mittelfristig stabiles Preisniveau bei einer Inflationsrate von knapp unter 2,0 Prozent.","['oberst', 'ziel', 'ezb', 'mittelfrist', 'stabil', 'preisniveau', 'inflationsrat', 'knapp', 'prozent']",1542049
7458,"Weil die Teuerung im Euroraum seit Monaten gefährlich niedrig und meilenweit vom Stabilitätsziel der EZB entfernt ist, bereiten die Währungshüter weitere Anti-Krisen-Maßnahmen vor.","['teuer', 'euroraum', 'seit', 'monat', 'gefahr', 'niedrig', 'meilenweit', 'stabilitatsziel', 'ezb', 'entfernt', 'bereit', 'wahrungshut', 'weit', 'antikrisenmassnahm']",1542049
7459,"Oberstes Ziel der EZB ist ein mittelfristig stabiles Preisniveau bei einer Inflationsrate von knapp unter 2,0 Prozent.","['oberst', 'ziel', 'ezb', 'mittelfrist', 'stabil', 'preisniveau', 'inflationsrat', 'knapp', 'prozent']",1542133
7460,"Weil die Teuerung im Euroraum seit Monaten gefährlich niedrig und meilenweit vom Stabilitätsziel der EZB entfernt ist, bereiten die Währungshüter weitere Anti-Krisen-Maßnahmen vor.","['teuer', 'euroraum', 'seit', 'monat', 'gefahr', 'niedrig', 'meilenweit', 'stabilitatsziel', 'ezb', 'entfernt', 'bereit', 'wahrungshut', 'weit', 'antikrisenmassnahm']",1542133
7461,"Es gebe keine Anzeichen dafür, dass sich Käufer in Erwartung sinkender Preise zurückhalten, sagte Schäuble am Mittwoch in Berlin am Rande einer Wirtschaftskonferenz der Zeitung Die Welt dem Sender N24: Dies sähen auch die Europäische Zentralbank (EZB) und Bundesbank so: Wir haben keine Deflation.","['geb', 'kein', 'anzeich', 'dafur', 'kauf', 'erwart', 'sinkend', 'preis', 'zuruckhalt', 'sagt', 'schaubl', 'mittwoch', 'berlin', 'rand', 'wirtschaftskonferenz', 'zeitung', 'welt', 'send', 'n', 'sah', 'europa', 'zentralbank', 'ezb', 'bundesbank', 'kein', 'deflation']",1542141
7462,"Das erschwert den Schuldenabbau und hemmt die wirtschaftliche Erholung, wie EZB-Vizepräsident Vítor Constâncio betont: Wenn die Inflation sehr niedrig ist und das Wachstum ebenfalls, dann wird es immer schwieriger, diese Schulden zu bedienen.","['erschwert', 'schuldenabbau', 'hemmt', 'wirtschaft', 'erhol', 'ezbvizeprasident', 'vítor', 'constâncio', 'betont', 'inflation', 'niedrig', 'wachstum', 'ebenfall', 'imm', 'schwierig', 'schuld', 'bedi']",1542218
7463,"- Deflationsgefahr Die EZB sieht Preisstabilität bei einer Inflationsrate von knapp unter 2,0 Prozent.","['deflationsgefahr', 'ezb', 'sieht', 'preisstabilitat', 'inflationsrat', 'knapp', 'prozent']",1542218
7464,"Davon abrücken will die Notenbank nicht, wie Constâncio sagte: Bei einem Inflationsziel von null Prozent ist die Gefahr hoch, dass die Wirtschaft in eine Deflation rutscht.","['davon', 'abruck', 'notenbank', 'nicht', 'constâncio', 'sagt', 'inflationsziel', 'null', 'prozent', 'gefahr', 'hoch', 'wirtschaft', 'deflation', 'rutscht']",1542218
7465,"Die Europäische Zentralbank (EZB) strebt mittelfristig ein stabiles Preisniveau bei Inflationsraten knapp unter 2,0 Prozent an.","['europa', 'zentralbank', 'ezb', 'strebt', 'mittelfrist', 'stabil', 'preisniveau', 'inflationsrat', 'knapp', 'prozent']",1542228
7466,Die Europäische Zentralbank (EZB) strebt für den gesamten Euroraum eine Inflationsrate von knapp zwei Prozent an.,"['europa', 'zentralbank', 'ezb', 'strebt', 'gesamt', 'euroraum', 'inflationsrat', 'knapp', 'zwei', 'prozent']",1542236
7467,Auch in den nächsten beiden Jahren dürfte die Inflationsrate laut EZB unter diesem Ziel bleiben.,"['nach', 'beid', 'jahr', 'durft', 'inflationsrat', 'laut', 'ezb', 'ziel', 'bleib']",1542236
7468,"Die Europäische Zentralbank (EZB) strebt eine Inflationsrate von knapp unter 2,0 Prozent an.","['europa', 'zentralbank', 'ezb', 'strebt', 'inflationsrat', 'knapp', 'prozent']",1542304
7469,"Im Kampf gegen Niedrigzinsen oder gar Deflation sei die Europäische Zentralbank (EZB) an ihre Grenzen gestoßen, stelltder Tarifexperte und Zweite Vorsitzende Jörg Hofmann trocken fest.","['kampf', 'niedrigzins', 'gar', 'deflation', 'sei', 'europa', 'zentralbank', 'ezb', 'grenz', 'gestoss', 'stelltd', 'tarifexpert', 'zweit', 'vorsitz', 'jorg', 'hofmann', 'trock', 'fest']",1542320
7470,Mit dem erneuten Öffnen der Geldschleusen will sich die EZB gegen die schwache Konjunktur und die zu niedrige Inflation stemmen.,"['erneut', 'offn', 'geldschleus', 'ezb', 'schwach', 'konjunktur', 'niedrig', 'inflation', 'stemm']",1542327
7471,Draghi begründet das mit einer drohenden Deflation - also einer Spirale aus verfallenden Preisen für Waren und Dienstleistungen und ein damit verbundenes Schrumpfen der Wirtschaft.,"['draghi', 'begrundet', 'drohend', 'deflation', 'spiral', 'verfall', 'preis', 'dienstleist', 'verbund', 'schrumpf', 'wirtschaft']",1542355
7472,"Dagegen wird erwartet, dass die Europäische Zentralbank (EZB) an diesem Donnerstagdie Geldschleusen öffnen wird, um einen Sturz in die Deflation - einen anhaltenden Preisverfall, der eine Abwärtsspirale in der Wirtschaft auslösen kann -, wie ihn Japan erlebt hat,zu verhindern.","['dageg', 'erwartet', 'europa', 'zentralbank', 'ezb', 'donnerstagdi', 'geldschleus', 'offn', 'sturz', 'deflation', 'anhalt', 'preisverfall', 'abwartsspiral', 'wirtschaft', 'auslos', 'japan', 'erlebt', 'hatzu', 'verhind']",1542396
7473,"Der italienische EZB-Präsident Mario Draghi hält nach eigener Aussage den Ankauf von Staatsanleihen der Eurozone in großem Stil für erforderlich, um eine Deflation verhindern.","['italien', 'ezbprasident', 'mario', 'draghi', 'halt', 'eig', 'aussag', 'ankauf', 'staatsanleih', 'eurozon', 'gross', 'stil', 'erford', 'deflation', 'verhind']",1542400
7474,Einen Tag vor wichtigen geldpolitischen Beschlüssen der EZB im Kampf gegen die flaue Konjunktur und eine zu niedrige Inflation im Währungsraum verdichten sich die Hinweise auf die Vorgehensweise der Währungshüter.,"['tag', 'wichtig', 'geldpolit', 'beschluss', 'ezb', 'kampf', 'flau', 'konjunktur', 'niedrig', 'inflation', 'wahrungsraum', 'verdicht', 'hinweis', 'vorgehensweis', 'wahrungshut']",1542418
7475,"Der italienische EZB-Präsident Mario Draghi hält nach eigener Aussage den Ankauf von Staatsanleihen der Eurozone in großem Stil für erforderlich, um eine Deflation verhindern - also eine Phase anhaltend fallender Preise, die eine Abwärtsspirale in der Wirtschaft auslösen könnte.","['italien', 'ezbprasident', 'mario', 'draghi', 'halt', 'eig', 'aussag', 'ankauf', 'staatsanleih', 'eurozon', 'gross', 'stil', 'erford', 'deflation', 'verhind', 'phas', 'anhalt', 'fallend', 'preis', 'abwartsspiral', 'wirtschaft', 'auslos']",1542420
7476,"Der italienische EZB-Präsident Mario Draghi hält nach eigener Aussage den Ankauf von Staatsanleihen der Eurozone in großem Stil für erforderlich, um eine Deflation zu verhindern - also eine Phase anhaltend fallender Preise, die eine gefährliche Abwärtsspirale der Wirtschaft auslösen könnte.","['italien', 'ezbprasident', 'mario', 'draghi', 'halt', 'eig', 'aussag', 'ankauf', 'staatsanleih', 'eurozon', 'gross', 'stil', 'erford', 'deflation', 'verhind', 'phas', 'anhalt', 'fallend', 'preis', 'gefahr', 'abwartsspiral', 'wirtschaft', 'auslos']",1542426
7477,Die EZB begründet das Vorhaben mit der seit Monaten sehr niedrigen Inflation im Euroraum.,"['ezb', 'begrundet', 'vorhab', 'seit', 'monat', 'niedrig', 'inflation', 'euroraum']",1542451
7478,Die EZB begründet das Vorhaben mit der seit Monaten sehr niedrigen Inflation im Euroraum.,"['ezb', 'begrundet', 'vorhab', 'seit', 'monat', 'niedrig', 'inflation', 'euroraum']",1542460
7479,Auch das ist von der EZB beabsichtigt: Die Notenbank will so die Inflation nach oben treiben.,"['ezb', 'beabsichtigt', 'notenbank', 'inflation', 'oben', 'treib']",1542498
7480,"Allerdings besteht nach Einschätzung der Expertin Thu Lan Nguyen von der Commerzbank das Risiko, dass die Fed wie anderer Notenbanken auch auf eine zu niedrige Inflation hinweisen könnte.","['allerding', 'besteht', 'einschatz', 'expertin', 'thu', 'lan', 'nguy', 'commerzbank', 'risiko', 'fed', 'notenbank', 'niedrig', 'inflation', 'hinweis']",1542663
7481,"Allerdings besteht nach Einschätzung der Expertin Thu Lan Nguyen von der Commerzbank das Risiko, dass die Fed wie anderer Notenbanken in ihrer Mitteilung (2000 Uhr MEZ) konkret auf die niedrige Inflation hinweisen könnte.","['allerding', 'besteht', 'einschatz', 'expertin', 'thu', 'lan', 'nguy', 'commerzbank', 'risiko', 'fed', 'notenbank', 'mitteil', 'uhr', 'mez', 'konkret', 'niedrig', 'inflation', 'hinweis']",1542685
7482,"Allerdings besteht nach Einschätzung der Expertin Thu Lan Nguyen von der Commerzbank das Risiko, dass die Fed wie andere Notenbanken auch auf eine zu niedrige Inflation hinweisen könnte.","['allerding', 'besteht', 'einschatz', 'expertin', 'thu', 'lan', 'nguy', 'commerzbank', 'risiko', 'fed', 'notenbank', 'niedrig', 'inflation', 'hinweis']",1542703
7483,"Zuletzt hatte die EZB in ihrer Dezember-Prognose für 2015 eine Teuerung von 0,7 Prozent und für 2016 von 1,3 Prozent vorhergesagt.","['zuletzt', 'ezb', 'dezemberprognos', 'teuer', 'prozent', 'prozent', 'vorhergesagt']",1542745
7484,Auch in den nächsten beiden Jahren dürfte die Inflationsrate laut EZB unter diesem Ziel bleiben.,"['nach', 'beid', 'jahr', 'durft', 'inflationsrat', 'laut', 'ezb', 'ziel', 'bleib']",1542747
7485,Warum strebt die EZB eine höhere Teuerung an?,"['warum', 'strebt', 'ezb', 'hoh', 'teuer']",1542755
7486,Die Europäische Zentralbank (EZB) strebt für den gesamten Euroraum eine Inflationsrate von knapp zwei Prozent an.,"['europa', 'zentralbank', 'ezb', 'strebt', 'gesamt', 'euroraum', 'inflationsrat', 'knapp', 'zwei', 'prozent']",1542797
7487,Die Teuerung in der Eurozone dürfte aber die EZB in ihrer extrem lockeren Geldpolitik bestärkt haben.,"['teuer', 'eurozon', 'durft', 'ezb', 'extr', 'lock', 'geldpolit', 'bestarkt']",1542825
7488,"Wenn die Inflation im Euroraum auf vier Prozent steigen würde, dann würde doch jeder von der EZB erwarten, dass sie etwas dagegen unternimmt.","['inflation', 'euroraum', 'vier', 'prozent', 'steig', 'ezb', 'erwart', 'dageg', 'unternimmt']",1542840
7489,"Also muss die EZB auch eingreifen, wenn die Inflation auf nahe null Prozent fällt, sagte Praet der Süddeutschen Zeitung (Samstag).","['ezb', 'eingreif', 'inflation', 'nah', 'null', 'prozent', 'fallt', 'sagt', 'praet', 'suddeutsch', 'zeitung', 'samstag']",1542840
7490,"Gleichzeitig entfernt sich die Inflation immer weiter vom Zielwert der Europäischen Zentralbank, die eine Rate von knapp unter 2 Prozent anstrebt.","['gleichzeit', 'entfernt', 'inflation', 'imm', 'zielwert', 'europa', 'zentralbank', 'rat', 'knapp', 'prozent', 'anstrebt']",1543225
7491,"Die Europäische Zentralbank (EZB) hatte dagegen kürzlich wegen einer auch in Europa drohenden Deflation den Ankauf von Staats- und Unternehmensanleihen im Umfang von gut 1,1 Billionen Euro angekündigt.","['europa', 'zentralbank', 'ezb', 'dageg', 'kurzlich', 'weg', 'europa', 'drohend', 'deflation', 'ankauf', 'staat', 'unternehmensanleih', 'umfang', 'gut', 'billion', 'euro', 'angekundigt']",1543399
7492,"Die Europäische Zentralbank strebt eine Inflationsrate von knapp unter 2 Prozent an, bei der sie Preisstabilität gewahrt sieht.","['europa', 'zentralbank', 'strebt', 'inflationsrat', 'knapp', 'prozent', 'preisstabilitat', 'gewahrt', 'sieht']",1543466
7493,Die gesteigerte Nachfrage sollte die Verbraucherpreise treiben und so die Inflation wieder inRichtung der von der EZB angestrebten Marke von knapp unter 2 Prozent bewegen.,"['gesteigert', 'nachfrag', 'verbraucherpreis', 'treib', 'inflation', 'inricht', 'ezb', 'angestrebt', 'mark', 'knapp', 'prozent', 'beweg']",1543636
7494,Die EZB strebt für den gesamten Euroraum eine Inflationsrate von knapp zwei Prozent an.,"['ezb', 'strebt', 'gesamt', 'euroraum', 'inflationsrat', 'knapp', 'zwei', 'prozent']",1543639
7495,"KONTRA: - Deflationsgefahr Die EZB sieht Preisstabilität bei einer Inflationsrate von knapp unter 2,0 Prozent.","['kontra', 'deflationsgefahr', 'ezb', 'sieht', 'preisstabilitat', 'inflationsrat', 'knapp', 'prozent']",1543779
7496,"- Schuldner Inflation knabbert bestehende Schulden weg - ohne Preisauftrieb wird der Schuldenabbau schwerer.EZB-Vizepräsident Vítor Constâncio betont: Wenn die Inflation sehr niedrig ist und das Wachstum ebenfalls, dann wird es immer schwieriger, Schulden zu bedienen.","['schuldn', 'inflation', 'knabbert', 'besteh', 'schuld', 'ohn', 'preisauftrieb', 'schuldenabbau', 'schwererezbvizeprasident', 'vítor', 'constâncio', 'betont', 'inflation', 'niedrig', 'wachstum', 'ebenfall', 'imm', 'schwierig', 'schuld', 'bedi']",1543779
7497,"Die Inflation ist immer noch weit vom Zielwert der Europäischen Zentralbank entfernt, die eine Rate von knapp unter 2 Prozent anstrebt.","['inflation', 'imm', 'weit', 'zielwert', 'europa', 'zentralbank', 'entfernt', 'rat', 'knapp', 'prozent', 'anstrebt']",1543805
7498,"Die EZB beginnt in diesem Monat mit ihren umfassenden Staatsanleihekäufen, um die Teuerung anzukurbeln und das weiter mickrige Wirtschaftswachstum in der Eurozone zu beleben.","['ezb', 'beginnt', 'monat', 'umfass', 'staatsanleihekauf', 'teuer', 'anzukurbeln', 'mickrig', 'wirtschaftswachstum', 'eurozon', 'beleb']",1543867
7499,"Die Inflation ist immer noch weit vom Zielwert der Europäischen Zentralbank entfernt, die eine Rate von knapp unter 2 Prozent anstrebt.","['inflation', 'imm', 'weit', 'zielwert', 'europa', 'zentralbank', 'entfernt', 'rat', 'knapp', 'prozent', 'anstrebt']",1543878
7500,"Angesichts der bereits schwachen Inflation spricht das für anhaltenden Druck auf die EZB, die Geldpolitik locker zu halten.","['angesicht', 'bereit', 'schwach', 'inflation', 'spricht', 'anhalt', 'druck', 'ezb', 'geldpolit', 'lock', 'halt']",1543940
7501,Auslöser waren optimistische Prognosen der EZB zur weiteren konjunkturellen Entwicklung und zur Inflation in der Eurozone.,"['auslos', 'optimist', 'prognos', 'ezb', 'weit', 'konjunkturell', 'entwickl', 'inflation', 'eurozon']",1544026
7502,Optimistische Prognosen der EZB zur weiteren konjunkturellen Entwicklung und zur Inflation in der Eurozone gaben nur kurz Auftrieb.,"['optimist', 'prognos', 'ezb', 'weit', 'konjunkturell', 'entwickl', 'inflation', 'eurozon', 'gab', 'kurz', 'auftrieb']",1544035
7503,Die EZB sieht Preisstabilität bei einer Teuerung von knapp 2 Prozent.,"['ezb', 'sieht', 'preisstabilitat', 'teuer', 'knapp', 'prozent']",1544097
7504,"Dies will die EZB mit den Käufen verhindern: Das Programm wird dazu beitragen, die Inflation wieder auf ein Niveau zurückzuführen, das mit dem Ziel der EZB im Einklang steht.","['ezb', 'kauf', 'verhind', 'programm', 'beitrag', 'inflation', 'niveau', 'zuruckzufuhr', 'ziel', 'ezb', 'einklang', 'steht']",1544101
7505,"Die Begründungen der EZB für die Aktion sei nur vorgeschoben, denn es gibt keine Deflation im Euroland, sondern einen konjunkturell hochwillkommenen Absturz der Ölpreise, sagte Ifo-Chef Hans-Werner Sinn am Montag.","['begrund', 'ezb', 'aktion', 'sei', 'vorgeschob', 'gibt', 'kein', 'deflation', 'euroland', 'konjunkturell', 'hochwillkomm', 'absturz', 'olpreis', 'sagt', 'ifochef', 'hanswern', 'sinn', 'montag']",1544113
7506,Frankfurt/Main (dpa) - Die Sorge um das gefährlich niedrige Preisniveau und die Entwicklung des Wachstums in der Eurozone haben die Europäische Zentralbank (EZB) abermals ihre Geldschleusen öffnen lassen.,"['frankfurtmain', 'dpa', 'sorg', 'gefahr', 'niedrig', 'preisniveau', 'entwickl', 'wachstum', 'eurozon', 'europa', 'zentralbank', 'ezb', 'abermal', 'geldschleus', 'offn', 'lass']",1544147
7507,"Wichtigster Grund für die Euro-Schwäche ist die extrem lockere Geldpolitik der EZB, mit der Inflations- und Wachstumsschwäche bekämpft werden sollen.","['wichtig', 'grund', 'euroschwach', 'extr', 'lock', 'geldpolit', 'ezb', 'inflation', 'wachstumsschwach', 'bekampft', 'soll']",1544152
7508,"Am Montag hatte die EZB mit ihrem billionenschweren Kaufprogramm für Staatsanleihen begonnen, um durch die Geldflut die Wirtschaft anzukurbeln und die nach ihrer Ansicht gefährlich niedrige Inflation nach oben zu treiben.","['montag', 'ezb', 'billionenschw', 'kaufprogramm', 'staatsanleih', 'begonn', 'geldflut', 'wirtschaft', 'anzukurbeln', 'ansicht', 'gefahr', 'niedrig', 'inflation', 'oben', 'treib']",1544167
7509,"Die Europäische Zentralbank (EZB) habe ihre Sondermaßnahmen nach und nach ausgeweitet, als die Gefahr einer zu lange anhaltenden Periode niedriger Inflationsraten zugenommen habe.","['europa', 'zentralbank', 'ezb', 'sondermassnahm', 'ausgeweitet', 'gefahr', 'lang', 'anhalt', 'period', 'niedrig', 'inflationsrat', 'zugenomm']",1544206
7510,Draghi bekräftigte: Das Anleihenkaufprogramm wird wirken und die Inflation näher an unser Ziel bringen.,"['draghi', 'bekraftigt', 'anleihenkaufprogramm', 'wirk', 'inflation', 'nah', 'ziel', 'bring']",1544206
7511,"Die EZB habe ihre Sondermaßnahmen nach und nach ausgeweitet, als die Gefahr einer zu lange anhaltenden Periode niedriger Inflationsraten zugenommen habe.","['ezb', 'sondermassnahm', 'ausgeweitet', 'gefahr', 'lang', 'anhalt', 'period', 'niedrig', 'inflationsrat', 'zugenomm']",1544207
7512,Draghi bekräftigte: Das Anleihenkaufprogramm wird wirken und die Inflation näher an unser Ziel bringen.,"['draghi', 'bekraftigt', 'anleihenkaufprogramm', 'wirk', 'inflation', 'nah', 'ziel', 'bring']",1544207
